SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
198,HR,Haryana,HR_Haryana,Rohtak,25921.0,22,25365,534.0,0,2,2,0,0,0.0,2021-12-10T23:55:41.524805+05:30
199,HR,Haryana,HR_Haryana,Sirsa,29296.0,13,28775,508.0,0,0,0,0,0,0.0,2021-12-10T23:55:41.524805+05:30
200,HR,Haryana,HR_Haryana,Sonipat,47145.0,0,46891,254.0,0,0,-1,1,0,0.0,2021-12-10T23:55:41.524805+05:30
201,HR,Haryana,HR_Haryana,Yamunanagar,24657.0,10,24233,414.0,0,1,-3,4,0,0.0,2021-12-10T23:55:41.524805+05:30
202,HP,Himachal Pradesh,HP_Himachal Pradesh,Bilaspur,14594,24,14484,86,0,3,-2,5,0,0.0,2021-12-10 21:45:50
203,HP,Himachal Pradesh,HP_Himachal Pradesh,Chamba,13734,10,13564,160,0,0,-2,2,0,0.0,2021-12-10 21:45:50
204,HP,Himachal Pradesh,HP_Himachal Pradesh,Hamirpur,17994,68,17620,306,0,8,-3,11,0,0.0,2021-12-10 21:45:50
205,HP,Himachal Pradesh,HP_Himachal Pradesh,Kangra,52105,190,50741,1174,0,19,-8,27,0,0.0,2021-12-10 21:45:50
206,HP,Himachal Pradesh,HP_Himachal Pradesh,Kinnaur,3528,2,3487,39,0,0,0,0,0,0.0,2021-12-10 21:45:50
207,HP,Himachal Pradesh,HP_Himachal Pradesh,Kullu,9742,8,9576,158,0,0,0,0,0,0.0,2021-12-10 21:45:50
208,HP,Himachal Pradesh,HP_Himachal Pradesh,Lahaul and Spiti,2960,0,2942,18,0,0,0,0,0,0.0,2021-12-10 21:45:50
209,HP,Himachal Pradesh,HP_Himachal Pradesh,Mandi,32015,95,31458,462,0,1,-5,6,0,0.0,2021-12-10 21:45:50
210,HP,Himachal Pradesh,HP_Himachal Pradesh,Shimla,28012,103,27257,652,0,9,-8,17,0,0.0,2021-12-10 21:45:50
211,HP,Himachal Pradesh,HP_Himachal Pradesh,Sirmaur,15469,4,15254,211,0,0,0,0,0,0.0,2021-12-10 21:45:50
212,HP,Himachal Pradesh,HP_Himachal Pradesh,Solan,23015,52,22649,314,0,4,0,4,0,0.0,2021-12-10 21:45:50
213,HP,Himachal Pradesh,HP_Himachal Pradesh,Una,14691,112,14317,262,0,10,7,3,0,0.0,2021-12-10 21:45:50
214,JH,Jharkhand,JH_Jharkhand,Bokaro,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
215,JH,Jharkhand,JH_Jharkhand,Chatra,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
216,JH,Jharkhand,JH_Jharkhand,Deoghar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
217,JH,Jharkhand,JH_Jharkhand,Dhanbad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
218,JH,Jharkhand,JH_Jharkhand,Dumka,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
219,JH,Jharkhand,JH_Jharkhand,East Singhbhum,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
220,JH,Jharkhand,JH_Jharkhand,Garhwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
221,JH,Jharkhand,JH_Jharkhand,Giridih,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
222,JH,Jharkhand,JH_Jharkhand,Godda,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
223,JH,Jharkhand,JH_Jharkhand,Gumla,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
224,JH,Jharkhand,JH_Jharkhand,Hazaribagh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
225,JH,Jharkhand,JH_Jharkhand,Jamtara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
226,JH,Jharkhand,JH_Jharkhand,Khunti,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
227,JH,Jharkhand,JH_Jharkhand,Koderma,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
228,JH,Jharkhand,JH_Jharkhand,Latehar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
229,JH,Jharkhand,JH_Jharkhand,Lohardaga,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
230,JH,Jharkhand,JH_Jharkhand,Pakur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
231,JH,Jharkhand,JH_Jharkhand,Palamu,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
232,JH,Jharkhand,JH_Jharkhand,Ramgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
233,JH,Jharkhand,JH_Jharkhand,Ranchi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
234,JH,Jharkhand,JH_Jharkhand,Sahibganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
235,JH,Jharkhand,JH_Jharkhand,Saraikela-Kharsawan,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
236,JH,Jharkhand,JH_Jharkhand,Simdega,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
237,JH,Jharkhand,JH_Jharkhand,Unknown,349402.0,126,344135.0,5141.0,0,10.0,-4.0,14.0,0.0,0.0,2021-12-11 11:06:00.277486
238,JH,Jharkhand,JH_Jharkhand,West Singhbhum,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
239,KA,Karnataka,KA_Karnataka,Bagalkote,35185,6,34846,333,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
240,KA,Karnataka,KA_Karnataka,Ballari,97827,129,96012,1686,0,8,5,3,0,0.0,2021-12-10T23:55:51.511895+05:30
241,KA,Karnataka,KA_Karnataka,Belagavi,80024,75,79005,944,0,3,-1,4,0,0.0,2021-12-10T23:55:51.511895+05:30
242,KA,Karnataka,KA_Karnataka,Bengaluru Rural,62122,43,61187,892,0,3,1,2,0,0.0,2021-12-10T23:55:51.511895+05:30
243,KA,Karnataka,KA_Karnataka,Bengaluru Urban,1258509,5483,1236666,16360,0,179,-27,204,2,0.0,2021-12-10T23:55:51.511895+05:30
244,KA,Karnataka,KA_Karnataka,Bidar,24349,5,23942,402,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
245,KA,Karnataka,KA_Karnataka,Chamarajanagara,33101,50,32548,503,0,2,-2,4,0,0.0,2021-12-10T23:55:51.511895+05:30
246,KA,Karnataka,KA_Karnataka,Chikkaballapura,43989,16,43542,431,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
247,KA,Karnataka,KA_Karnataka,Chikkamagaluru,51381,179,50806,396,0,19,14,5,0,0.0,2021-12-10T23:55:51.511895+05:30
248,KA,Karnataka,KA_Karnataka,Chitradurga,36741,37,36495,209,0,1,-1,2,0,0.0,2021-12-10T23:55:51.511895+05:30
249,KA,Karnataka,KA_Karnataka,Dakshina Kannada,116027,148,114188,1691,0,26,14,12,0,0.0,2021-12-10T23:55:51.511895+05:30
250,KA,Karnataka,KA_Karnataka,Davanagere,51019,18,50393,608,0,0,-1,1,0,0.0,2021-12-10T23:55:51.511895+05:30
251,KA,Karnataka,KA_Karnataka,Dharwad,61431,109,59999,1323,0,5,-14,19,0,0.0,2021-12-10T23:55:51.511895+05:30
252,KA,Karnataka,KA_Karnataka,Gadag,26073,0,25754,319,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
253,KA,Karnataka,KA_Karnataka,Hassan,112154,95,110800,1259,0,4,-5,9,0,0.0,2021-12-10T23:55:51.511895+05:30
254,KA,Karnataka,KA_Karnataka,Haveri,21959,1,21315,643,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
255,KA,Karnataka,KA_Karnataka,Kalaburagi,61961,7,61132,822,0,1,-1,2,0,0.0,2021-12-10T23:55:51.511895+05:30
256,KA,Karnataka,KA_Karnataka,Kodagu,37399,163,36903,333,0,26,22,4,0,0.0,2021-12-10T23:55:51.511895+05:30
257,KA,Karnataka,KA_Karnataka,Kolar,47040,27,46372,641,0,1,-2,3,0,0.0,2021-12-10T23:55:51.511895+05:30
258,KA,Karnataka,KA_Karnataka,Koppal,35207,13,34666,528,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
259,KA,Karnataka,KA_Karnataka,Mandya,73888,38,73195,655,0,6,2,4,0,0.0,2021-12-10T23:55:51.511895+05:30
260,KA,Karnataka,KA_Karnataka,Mysuru,180019,249,177345,2425,0,15,-8,23,0,0.0,2021-12-10T23:55:51.511895+05:30
261,KA,Karnataka,KA_Karnataka,Other State,36,0,33,3,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
262,KA,Karnataka,KA_Karnataka,Raichur,39981,0,39648,333,0,0,-1,1,0,0.0,2021-12-10T23:55:51.511895+05:30
263,KA,Karnataka,KA_Karnataka,Ramanagara,24215,2,23890,323,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
264,KA,Karnataka,KA_Karnataka,Shivamogga,69666,164,68412,1090,0,1,-1,2,0,0.0,2021-12-10T23:55:51.511895+05:30
265,KA,Karnataka,KA_Karnataka,Tumakuru,121190,136,119914,1140,0,4,-10,14,0,0.0,2021-12-10T23:55:51.511895+05:30
266,KA,Karnataka,KA_Karnataka,Udupi,76970,66,76415,489,0,4,-5,9,0,0.0,2021-12-10T23:55:51.511895+05:30
267,KA,Karnataka,KA_Karnataka,Uttara Kannada,56492,69,55650,773,0,6,-6,12,0,0.0,2021-12-10T23:55:51.511895+05:30
268,KA,Karnataka,KA_Karnataka,Vijayapura,36282,6,35781,495,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
269,KA,Karnataka,KA_Karnataka,Yadgir,27548,0,27342,206,0,0,0,0,0,0.0,2021-12-10T23:55:51.511895+05:30
270,KL,Kerala,KL_Kerala,Alappuzha,323766.0,-1384,322438.0,2712.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
271,KL,Kerala,KL_Kerala,Ernakulam,634857.0,11065,618782.0,5010.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
272,KL,Kerala,KL_Kerala,Idukki,156466.0,3500,152155.0,811.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
273,KL,Kerala,KL_Kerala,Kannur,288330.0,1991,283275.0,3064.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
274,KL,Kerala,KL_Kerala,Kasaragod,142476.0,2799,138844.0,833.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
275,KL,Kerala,KL_Kerala,Kollam,408602.0,112,404428.0,4062.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
276,KL,Kerala,KL_Kerala,Kottayam,339736.0,3240,334379.0,2117.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
277,KL,Kerala,KL_Kerala,Kozhikode,552178.0,2877,545152.0,4149.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
278,KL,Kerala,KL_Kerala,Malappuram,576174.0,1,573139.0,3034.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
279,KL,Kerala,KL_Kerala,Other State,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
280,KL,Kerala,KL_Kerala,Palakkad,382261.0,3382,375351.0,3528.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
281,KL,Kerala,KL_Kerala,Pathanamthitta,203136.0,4120,197356.0,1660.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
282,KL,Kerala,KL_Kerala,Thiruvananthapuram,496071.0,5431,484757.0,5883.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
283,KL,Kerala,KL_Kerala,Thrissur,545262.0,1489,539043.0,4730.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
284,KL,Kerala,KL_Kerala,Unknown,3972.0,-1204,4836.0,340.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
285,KL,Kerala,KL_Kerala,Wayanad,133746.0,2579,130521.0,646.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
286,MP,Madhya Pradesh,MP_Madhya Pradesh,Agar Malwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
287,MP,Madhya Pradesh,MP_Madhya Pradesh,Alirajpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
288,MP,Madhya Pradesh,MP_Madhya Pradesh,Anuppur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
289,MP,Madhya Pradesh,MP_Madhya Pradesh,Ashoknagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
290,MP,Madhya Pradesh,MP_Madhya Pradesh,Balaghat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
291,MP,Madhya Pradesh,MP_Madhya Pradesh,Barwani,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
292,MP,Madhya Pradesh,MP_Madhya Pradesh,Betul,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
293,MP,Madhya Pradesh,MP_Madhya Pradesh,Bhind,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
294,MP,Madhya Pradesh,MP_Madhya Pradesh,Bhopal,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
295,MP,Madhya Pradesh,MP_Madhya Pradesh,Burhanpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
296,MP,Madhya Pradesh,MP_Madhya Pradesh,Chhatarpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
297,MP,Madhya Pradesh,MP_Madhya Pradesh,Chhindwara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
298,MP,Madhya Pradesh,MP_Madhya Pradesh,Damoh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
299,MP,Madhya Pradesh,MP_Madhya Pradesh,Datia,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
300,MP,Madhya Pradesh,MP_Madhya Pradesh,Dewas,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
301,MP,Madhya Pradesh,MP_Madhya Pradesh,Dhar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
302,MP,Madhya Pradesh,MP_Madhya Pradesh,Dindori,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
303,MP,Madhya Pradesh,MP_Madhya Pradesh,Guna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
304,MP,Madhya Pradesh,MP_Madhya Pradesh,Gwalior,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
305,MP,Madhya Pradesh,MP_Madhya Pradesh,Harda,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
306,MP,Madhya Pradesh,MP_Madhya Pradesh,Hoshangabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
307,MP,Madhya Pradesh,MP_Madhya Pradesh,Indore,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
308,MP,Madhya Pradesh,MP_Madhya Pradesh,Jabalpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
309,MP,Madhya Pradesh,MP_Madhya Pradesh,Jhabua,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
310,MP,Madhya Pradesh,MP_Madhya Pradesh,Katni,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
311,MP,Madhya Pradesh,MP_Madhya Pradesh,Khandwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
312,MP,Madhya Pradesh,MP_Madhya Pradesh,Khargone,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
313,MP,Madhya Pradesh,MP_Madhya Pradesh,Mandla,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
314,MP,Madhya Pradesh,MP_Madhya Pradesh,Mandsaur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
315,MP,Madhya Pradesh,MP_Madhya Pradesh,Morena,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
316,MP,Madhya Pradesh,MP_Madhya Pradesh,Narsinghpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
317,MP,Madhya Pradesh,MP_Madhya Pradesh,Neemuch,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
318,MP,Madhya Pradesh,MP_Madhya Pradesh,Niwari,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
319,MP,Madhya Pradesh,MP_Madhya Pradesh,Other Region,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
320,MP,Madhya Pradesh,MP_Madhya Pradesh,Panna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
321,MP,Madhya Pradesh,MP_Madhya Pradesh,Raisen,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
322,MP,Madhya Pradesh,MP_Madhya Pradesh,Rajgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
323,MP,Madhya Pradesh,MP_Madhya Pradesh,Ratlam,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
324,MP,Madhya Pradesh,MP_Madhya Pradesh,Rewa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
325,MP,Madhya Pradesh,MP_Madhya Pradesh,Sagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
326,MP,Madhya Pradesh,MP_Madhya Pradesh,Satna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
327,MP,Madhya Pradesh,MP_Madhya Pradesh,Sehore,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
328,MP,Madhya Pradesh,MP_Madhya Pradesh,Seoni,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
329,MP,Madhya Pradesh,MP_Madhya Pradesh,Shahdol,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
330,MP,Madhya Pradesh,MP_Madhya Pradesh,Shajapur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
331,MP,Madhya Pradesh,MP_Madhya Pradesh,Sheopur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
332,MP,Madhya Pradesh,MP_Madhya Pradesh,Shivpuri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
333,MP,Madhya Pradesh,MP_Madhya Pradesh,Sidhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
334,MP,Madhya Pradesh,MP_Madhya Pradesh,Singrauli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
335,MP,Madhya Pradesh,MP_Madhya Pradesh,Tikamgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
336,MP,Madhya Pradesh,MP_Madhya Pradesh,Ujjain,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
337,MP,Madhya Pradesh,MP_Madhya Pradesh,Umaria,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
338,MP,Madhya Pradesh,MP_Madhya Pradesh,Unknown,793322.0,153,782640.0,10529.0,0,15.0,3.0,12.0,0.0,0.0,2021-12-11 11:06:00.277486
339,MP,Madhya Pradesh,MP_Madhya Pradesh,Vidisha,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2021-12-11 11:06:00.277486
340,MH,Maharashtra,MH_Maharashtra,Ahmednagar,342613,373,335104,7136,0,40,-4,44,0,0.0,2021-12-11 10:40:00.591774
341,MH,Maharashtra,MH_Maharashtra,Akola,58801,11,57363,1427,0,0,-1,0,1,0.0,2021-12-11 10:40:00.591774
342,MH,Maharashtra,MH_Maharashtra,Amravati,96287,11,94678,1598,0,2,2,0,0,0.0,2021-12-11 10:40:00.591774
343,MH,Maharashtra,MH_Maharashtra,Aurangabad,155943,85,151595,4263,0,8,-2,10,0,0.0,2021-12-11 10:40:00.591774
344,MH,Maharashtra,MH_Maharashtra,Beed,104083,63,101187,2833,0,23,-1,24,0,0.0,2021-12-11 10:40:00.591774
345,MH,Maharashtra,MH_Maharashtra,Bhandara,59994,10,58861,1123,0,1,0,1,0,0.0,2021-12-11 10:40:00.591774
346,MH,Maharashtra,MH_Maharashtra,Buldhana,85625,17,84804,804,0,1,1,0,0,0.0,2021-12-11 10:40:00.591774
347,MH,Maharashtra,MH_Maharashtra,Chandrapur,89023,18,87441,1564,0,2,0,2,0,0.0,2021-12-11 10:40:00.591774
348,MH,Maharashtra,MH_Maharashtra,Dhule,46158,11,45492,655,0,0,-1,1,0,0.0,2021-12-11 10:40:00.591774
349,MH,Maharashtra,MH_Maharashtra,Gadchiroli,30461,36,29756,669,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
350,MH,Maharashtra,MH_Maharashtra,Gondia,40513,9,39935,569,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
351,MH,Maharashtra,MH_Maharashtra,Hingoli,18487,6,17974,507,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
352,MH,Maharashtra,MH_Maharashtra,Jalgaon,139887,37,137136,2714,0,1,0,1,0,0.0,2021-12-11 10:40:00.591774
353,MH,Maharashtra,MH_Maharashtra,Jalna,60765,42,59511,1212,0,10,-1,11,0,0.0,2021-12-11 10:40:00.591774
354,MH,Maharashtra,MH_Maharashtra,Kolhapur,206869,68,200951,5850,0,6,6,0,0,0.0,2021-12-11 10:40:00.591774
355,MH,Maharashtra,MH_Maharashtra,Latur,92286,46,89798,2442,0,3,-6,9,0,0.0,2021-12-11 10:40:00.591774
356,MH,Maharashtra,MH_Maharashtra,Mumbai,764848,4329,744164,16355,0,194,8,185,1,0.0,2021-12-11 10:40:00.591774
357,MH,Maharashtra,MH_Maharashtra,Nagpur,493700,157,484415,9128,0,6,3,3,0,0.0,2021-12-11 10:40:00.591774
358,MH,Maharashtra,MH_Maharashtra,Nanded,90466,25,87782,2659,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
359,MH,Maharashtra,MH_Maharashtra,Nandurbar,40008,6,39054,948,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
360,MH,Maharashtra,MH_Maharashtra,Nashik,412440,347,403366,8727,0,27,-23,49,1,0.0,2021-12-11 10:40:00.591774
361,MH,Maharashtra,MH_Maharashtra,Osmanabad,68051,135,65932,1984,0,7,-1,7,1,0.0,2021-12-11 10:40:00.591774
362,MH,Maharashtra,MH_Maharashtra,Other State,144,2,31,111,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
363,MH,Maharashtra,MH_Maharashtra,Palghar,138764,214,135248,3302,0,21,-1,22,0,0.0,2021-12-11 10:40:00.591774
364,MH,Maharashtra,MH_Maharashtra,Parbhani,52431,47,51148,1236,0,5,5,0,0,0.0,2021-12-11 10:40:00.591774
365,MH,Maharashtra,MH_Maharashtra,Pune,1162378,2065,1140592,19721,0,176,25,149,2,0.0,2021-12-11 10:40:00.591774
366,MH,Maharashtra,MH_Maharashtra,Raigad,197054,177,192062,4815,0,19,-1,20,0,0.0,2021-12-11 10:40:00.591774
367,MH,Maharashtra,MH_Maharashtra,Ratnagiri,79134,37,76602,2495,0,1,1,0,0,0.0,2021-12-11 10:40:00.591774
368,MH,Maharashtra,MH_Maharashtra,Sangli,210095,53,204412,5630,0,7,6,0,1,0.0,2021-12-11 10:40:00.591774
369,MH,Maharashtra,MH_Maharashtra,Satara,251285,197,244606,6482,0,26,4,22,0,0.0,2021-12-11 10:40:00.591774
370,MH,Maharashtra,MH_Maharashtra,Sindhudurg,53006,57,51505,1444,0,2,0,1,1,0.0,2021-12-11 10:40:00.591774
371,MH,Maharashtra,MH_Maharashtra,Solapur,211227,206,205433,5588,0,12,5,7,0,0.0,2021-12-11 10:40:00.591774
372,MH,Maharashtra,MH_Maharashtra,Thane,614491,1112,601802,11577,0,93,27,62,4,0.0,2021-12-11 10:40:00.591774
373,MH,Maharashtra,MH_Maharashtra,Wardha,57355,170,55967,1218,0,1,1,0,0,0.0,2021-12-11 10:40:00.591774
374,MH,Maharashtra,MH_Maharashtra,Washim,41677,6,41034,637,0,0,0,0,0,0.0,2021-12-11 10:40:00.591774
375,MH,Maharashtra,MH_Maharashtra,Yavatmal,76023,28,74195,1800,0,1,0,1,0,0.0,2021-12-11 10:40:00.591774
376,MN,Manipur,MN_Manipur,Bishnupur,9225,9032,0.0,193,0,0,-1.0,0.0,1,0.0,2021-12-10 21:46:00
377,MN,Manipur,MN_Manipur,Chandel,2360,2319,0.0,41,0,0,0.0,0.0,0,0.0,2021-12-10 21:46:00
